i,top_vasculature_percent,bottom_vasculature_percent
582,15.1275634765625,11.9781494140625
583,16.32080078125,11.3555908203125
584,14.77508544921875,16.03240966796875
585,17.4530029296875,13.32550048828125
586,13.4765625,12.58544921875
587,11.38153076171875,15.48614501953125
588,8.54644775390625,10.93902587890625
589,10.65826416015625,7.672119140625
590,15.65093994140625,11.5997314453125
591,12.5152587890625,13.5345458984375
592,11.39678955078125,9.014892578125
593,6.5521240234375,22.36328125
594,7.27386474609375,17.5079345703125
595,6.5093994140625,14.9139404296875
596,9.5855712890625,26.67694091796875
597,3.02886962890625,21.12884521484375
598,3.2440185546875,18.97735595703125
599,11.81488037109375,11.029052734375
600,23.23760986328125,10.76812744140625
601,22.03216552734375,12.04833984375
602,17.584228515625,10.64453125
603,27.984619140625,10.7452392578125
604,27.03704833984375,12.2711181640625
605,23.42681884765625,12.54119873046875
606,7.3028564453125,9.63134765625
607,12.09869384765625,10.2752685546875
608,19.2108154296875,10.69488525390625
609,7.80487060546875,13.43536376953125
610,7.147216796875,11.2823486328125
611,7.958984375,23.2421875
612,6.9000244140625,15.72418212890625
613,8.20465087890625,13.55438232421875
614,7.53021240234375,20.57037353515625
615,8.8348388671875,11.53564453125
616,8.83636474609375,10.595703125
617,16.28875732421875,11.4532470703125
618,27.80609130859375,9.67254638671875
619,19.16351318359375,10.968017578125
620,16.5283203125,11.33575439453125
621,23.577880859375,8.36029052734375
622,14.66827392578125,9.56573486328125
623,13.10272216796875,11.12213134765625
624,10.009765625,11.80419921875
625,25.30059814453125,8.41064453125
626,28.4576416015625,9.8541259765625
627,6.68792724609375,24.64599609375
628,6.54296875,28.76434326171875
629,4.94384765625,12.39013671875
630,5.6121826171875,7.049560546875
631,7.3760986328125,6.6741943359375
632,2.99224853515625,10.8123779296875
633,5.23223876953125,9.5672607421875
634,6.0546875,10.61859130859375
635,32.489013671875,10.51177978515625
636,15.2587890625,7.76214599609375
637,9.429931640625,11.1907958984375
638,8.782958984375,11.07330322265625
639,13.4918212890625,8.32061767578125
640,12.44354248046875,13.08441162109375
641,13.6444091796875,13.4368896484375
642,9.0545654296875,19.5953369140625
643,18.48907470703125,13.64593505859375
644,25.57220458984375,14.25323486328125
645,5.29022216796875,22.222900390625
646,5.02166748046875,23.455810546875
647,7.78045654296875,16.29486083984375
648,6.05010986328125,11.43798828125
649,7.27081298828125,14.0289306640625
